user_id,event_type,device,traffic_source,region
1032,add_to_cart,mobile,organic,Hyderabad
1033,product_view,mobile,organic,Bangalore
1033,add_to_cart,mobile,organic,Bangalore
1033,checkout_start,mobile,organic,Bangalore
1034,product_view,mobile,direct,Delhi
1034,add_to_cart,mobile,direct,Delhi
1035,product_view,mobile,organic,Hyderabad
1036,product_view,desktop,social,Delhi
1037,product_view,mobile,paid_search,Chennai
1038,product_view,desktop,social,Hyderabad
1038,add_to_cart,desktop,social,Hyderabad
1038,checkout_start,desktop,social,Hyderabad
1038,purchase,desktop,social,Hyderabad
1039,product_view,tablet,paid_search,Mumbai
1040,product_view,desktop,social,Chennai
1040,add_to_cart,desktop,social,Chennai
1040,checkout_start,desktop,social,Chennai
1041,product_view,mobile,direct,Mumbai
1042,product_view,mobile,organic,Chennai
1043,product_view,desktop,organic,Delhi
1043,add_to_cart,desktop,organic,Delhi
1044,product_view,desktop,paid_search,Hyderabad
1045,product_view,mobile,organic,Mumbai
1046,product_view,desktop,paid_search,Mumbai
1047,product_view,mobile,organic,Chennai
1048,product_view,desktop,organic,Hyderabad
1049,product_view,mobile,organic,Chennai
1049,add_to_cart,mobile,organic,Chennai
1050,product_view,desktop,social,Hyderabad
1050,add_to_cart,desktop,social,Hyderabad
1050,checkout_start,desktop,social,Hyderabad
1050,purchase,desktop,social,Hyderabad
1051,product_view,mobile,direct,Delhi
1052,product_view,mobile,social,Delhi
1053,product_view,mobile,paid_search,Delhi
1054,product_view,mobile,direct,Chennai
1055,product_view,desktop,social,Delhi
1056,product_view,mobile,direct,Delhi
1057,product_view,mobile,paid_search,Chennai
1057,add_to_cart,mobile,paid_search,Chennai
1057,checkout_start,mobile,paid_search,Chennai
1057,purchase,mobile,paid_search,Chennai
1058,product_view,desktop,direct,Bangalore
1059,product_view,desktop,direct,Bangalore
1059,add_to_cart,desktop,direct,Bangalore
1059,checkout_start,desktop,direct,Bangalore
1060,product_view,desktop,organic,Chennai
1061,product_view,mobile,paid_search,Delhi
1061,add_to_cart,mobile,paid_search,Delhi
1062,product_view,mobile,paid_search,Mumbai
1063,product_view,mobile,paid_search,Chennai
1063,add_to_cart,mobile,paid_search,Chennai
1064,product_view,desktop,paid_search,Mumbai
1065,product_view,mobile,paid_search,Hyderabad
1065,add_to_cart,mobile,paid_search,Hyderabad
1065,checkout_start,mobile,paid_search,Hyderabad
1065,purchase,mobile,paid_search,Hyderabad
1066,product_view,mobile,paid_search,Mumbai
1067,product_view,mobile,email,Delhi
1067,add_to_cart,mobile,email,Delhi
1068,product_view,desktop,organic,Mumbai
1069,product_view,desktop,social,Hyderabad
1070,product_view,desktop,organic,Mumbai
1071,product_view,mobile,organic,Hyderabad
1071,add_to_cart,mobile,organic,Hyderabad
1072,product_view,desktop,organic,Chennai
1073,product_view,mobile,organic,Bangalore
1073,add_to_cart,mobile,organic,Bangalore
1074,product_view,tablet,social,Chennai
1075,product_view,mobile,organic,Delhi
1076,product_view,mobile,paid_search,Delhi
1076,add_to_cart,mobile,paid_search,Delhi
1076,checkout_start,mobile,paid_search,Delhi
1076,purchase,mobile,paid_search,Delhi
1077,product_view,mobile,organic,Mumbai
1078,product_view,mobile,organic,Delhi
1079,product_view,desktop,social,Bangalore
1079,add_to_cart,desktop,social,Bangalore
1079,checkout_start,desktop,social,Bangalore
1080,product_view,mobile,paid_search,Bangalore
1081,product_view,mobile,social,Bangalore
1082,product_view,mobile,social,Mumbai
1083,product_view,desktop,social,Hyderabad
1084,product_view,mobile,organic,Bangalore
1084,add_to_cart,mobile,organic,Bangalore
1084,checkout_start,mobile,organic,Bangalore
1084,purchase,mobile,organic,Bangalore
1085,product_view,desktop,organic,Bangalore
1085,add_to_cart,desktop,organic,Bangalore
1086,product_view,mobile,organic,Bangalore
1087,product_view,desktop,social,Bangalore
1088,product_view,mobile,direct,Mumbai
1089,product_view,desktop,email,Delhi
1090,product_view,mobile,email,Mumbai
1091,product_view,mobile,social,Delhi
1092,product_view,mobile,direct,Hyderabad
1093,product_view,mobile,email,Chennai
1093,add_to_cart,mobile,email,Chennai
1093,checkout_start,mobile,email,Chennai
1094,product_view,mobile,direct,Mumbai
1095,product_view,desktop,social,Mumbai
1096,product_view,desktop,social,Hyderabad
1096,add_to_cart,desktop,social,Hyderabad
1097,product_view,mobile,direct,Chennai
1098,product_view,mobile,email,Bangalore
1098,add_to_cart,mobile,email,Bangalore
1098,checkout_start,mobile,email,Bangalore
1098,purchase,mobile,email,Bangalore
1099,product_view,desktop,email,Bangalore
1100,product_view,mobile,paid_search,Delhi
1101,product_view,mobile,organic,Bangalore
1102,product_view,mobile,email,Delhi
1103,product_view,desktop,paid_search,Chennai
1104,product_view,desktop,social,Hyderabad
1105,product_view,mobile,paid_search,Bangalore
1105,add_to_cart,mobile,paid_search,Bangalore
1105,checkout_start,mobile,paid_search,Bangalore
1105,purchase,mobile,paid_search,Bangalore
1106,product_view,mobile,organic,Mumbai
1107,product_view,desktop,organic,Chennai
1107,add_to_cart,desktop,organic,Chennai
1107,checkout_start,desktop,organic,Chennai
1107,purchase,desktop,organic,Chennai
1108,product_view,mobile,direct,Chennai
1108,add_to_cart,mobile,direct,Chennai
1109,product_view,mobile,organic,Delhi
1110,product_view,mobile,social,Mumbai
1111,product_view,mobile,organic,Bangalore
1111,add_to_cart,mobile,organic,Bangalore
1112,product_view,tablet,organic,Hyderabad
1112,add_to_cart,tablet,organic,Hyderabad
1113,product_view,mobile,paid_search,Mumbai
1113,add_to_cart,mobile,paid_search,Mumbai
1114,product_view,mobile,organic,Bangalore
1114,add_to_cart,mobile,organic,Bangalore
1114,checkout_start,mobile,organic,Bangalore
1114,purchase,mobile,organic,Bangalore
1115,product_view,mobile,paid_search,Chennai
1116,product_view,mobile,organic,Delhi
1117,product_view,desktop,social,Hyderabad
1118,product_view,desktop,organic,Bangalore
1119,product_view,mobile,direct,Chennai
1119,add_to_cart,mobile,direct,Chennai
1120,product_view,tablet,email,Chennai
1121,product_view,mobile,organic,Bangalore
1121,add_to_cart,mobile,organic,Bangalore
1121,checkout_start,mobile,organic,Bangalore
1122,product_view,tablet,direct,Delhi
1123,product_view,desktop,email,Delhi
1124,product_view,mobile,organic,Delhi
1125,product_view,mobile,email,Delhi
1126,product_view,mobile,organic,Bangalore
1127,product_view,mobile,email,Bangalore
1127,add_to_cart,mobile,email,Bangalore
1128,product_view,desktop,email,Mumbai
1129,product_view,desktop,social,Delhi
1129,add_to_cart,desktop,social,Delhi
1129,checkout_start,desktop,social,Delhi
1129,purchase,desktop,social,Delhi
1130,product_view,desktop,paid_search,Bangalore
1131,product_view,mobile,paid_search,Bangalore
1132,product_view,mobile,paid_search,Mumbai
1133,product_view,mobile,direct,Delhi
1134,product_view,mobile,organic,Mumbai
1135,product_view,mobile,social,Bangalore
1135,add_to_cart,mobile,social,Bangalore
1135,checkout_start,mobile,social,Bangalore
1135,purchase,mobile,social,Bangalore
1136,product_view,mobile,social,Hyderabad
1136,add_to_cart,mobile,social,Hyderabad
1136,checkout_start,mobile,social,Hyderabad
1137,product_view,mobile,direct,Hyderabad
1138,product_view,mobile,organic,Hyderabad
1138,add_to_cart,mobile,organic,Hyderabad
1138,checkout_start,mobile,organic,Hyderabad
1138,purchase,mobile,organic,Hyderabad
1139,product_view,mobile,paid_search,Chennai
1140,product_view,mobile,social,Chennai
1140,add_to_cart,mobile,social,Chennai
1141,product_view,desktop,paid_search,Chennai
1141,add_to_cart,desktop,paid_search,Chennai
1141,checkout_start,desktop,paid_search,Chennai
1141,purchase,desktop,paid_search,Chennai
1142,product_view,desktop,social,Mumbai
1142,add_to_cart,desktop,social,Mumbai
1142,checkout_start,desktop,social,Mumbai
1142,purchase,desktop,social,Mumbai
1143,product_view,desktop,paid_search,Bangalore
1144,product_view,mobile,organic,Bangalore
1145,product_view,mobile,organic,Hyderabad
1146,product_view,mobile,organic,Hyderabad
1147,product_view,mobile,paid_search,Mumbai
1147,add_to_cart,mobile,paid_search,Mumbai
1147,checkout_start,mobile,paid_search,Mumbai
1147,purchase,mobile,paid_search,Mumbai
1148,product_view,mobile,paid_search,Chennai
1148,add_to_cart,mobile,paid_search,Chennai
1148,checkout_start,mobile,paid_search,Chennai
1148,purchase,mobile,paid_search,Chennai
1149,product_view,mobile,social,Mumbai
1150,product_view,desktop,paid_search,Chennai
1150,add_to_cart,desktop,paid_search,Chennai
1151,product_view,mobile,paid_search,Bangalore
1151,add_to_cart,mobile,paid_search,Bangalore
1152,product_view,mobile,organic,Delhi
1152,add_to_cart,mobile,organic,Delhi
1152,checkout_start,mobile,organic,Delhi
1152,purchase,mobile,organic,Delhi
1153,product_view,mobile,paid_search,Chennai
1154,product_view,tablet,email,Mumbai
1155,product_view,desktop,email,Hyderabad
1155,add_to_cart,desktop,email,Hyderabad
1155,checkout_start,desktop,email,Hyderabad
1156,product_view,desktop,paid_search,Chennai
1157,product_view,desktop,organic,Delhi
1158,product_view,mobile,social,Hyderabad
1159,product_view,desktop,organic,Chennai
1160,product_view,tablet,paid_search,Hyderabad
1161,product_view,mobile,paid_search,Bangalore
1162,product_view,mobile,email,Bangalore
1162,add_to_cart,mobile,email,Bangalore
1163,product_view,mobile,paid_search,Chennai
1164,product_view,mobile,direct,Hyderabad
1165,product_view,mobile,direct,Mumbai
1166,product_view,mobile,organic,Bangalore
1167,product_view,desktop,organic,Mumbai
1168,product_view,mobile,organic,Mumbai
1169,product_view,desktop,direct,Hyderabad
1169,add_to_cart,desktop,direct,Hyderabad
1169,checkout_start,desktop,direct,Hyderabad
1170,product_view,desktop,paid_search,Hyderabad
1171,product_view,mobile,email,Chennai
1171,add_to_cart,mobile,email,Chennai
1171,checkout_start,mobile,email,Chennai
1172,product_view,mobile,paid_search,Hyderabad
1172,add_to_cart,mobile,paid_search,Hyderabad
1173,product_view,mobile,email,Bangalore
1174,product_view,desktop,social,Mumbai
1175,product_view,mobile,organic,Chennai
1176,product_view,desktop,email,Mumbai
1177,product_view,mobile,paid_search,Chennai
1177,add_to_cart,mobile,paid_search,Chennai
1177,checkout_start,mobile,paid_search,Chennai
1177,purchase,mobile,paid_search,Chennai
1178,product_view,mobile,paid_search,Delhi
1179,product_view,desktop,social,Delhi
1180,product_view,desktop,social,Mumbai
1181,product_view,mobile,organic,Bangalore
1182,product_view,tablet,organic,Bangalore
1183,product_view,desktop,organic,Bangalore
1184,product_view,mobile,direct,Mumbai
1185,product_view,desktop,organic,Delhi
1186,product_view,mobile,organic,Bangalore
1186,add_to_cart,mobile,organic,Bangalore
1187,product_view,mobile,organic,Hyderabad
1188,product_view,mobile,direct,Mumbai
1189,product_view,desktop,paid_search,Hyderabad
1189,add_to_cart,desktop,paid_search,Hyderabad
1189,checkout_start,desktop,paid_search,Hyderabad
1190,product_view,desktop,organic,Delhi
1191,product_view,tablet,paid_search,Bangalore
1191,add_to_cart,tablet,paid_search,Bangalore
1192,product_view,desktop,organic,Chennai
1193,product_view,mobile,paid_search,Chennai
1194,product_view,desktop,organic,Chennai
1194,add_to_cart,desktop,organic,Chennai
1194,checkout_start,desktop,organic,Chennai
1194,purchase,desktop,organic,Chennai
1195,product_view,tablet,organic,Chennai
1196,product_view,mobile,organic,Mumbai
1196,add_to_cart,mobile,organic,Mumbai
1196,checkout_start,mobile,organic,Mumbai
1196,purchase,mobile,organic,Mumbai
1197,product_view,mobile,email,Hyderabad
1197,add_to_cart,mobile,email,Hyderabad
1197,checkout_start,mobile,email,Hyderabad
1197,purchase,mobile,email,Hyderabad
1198,product_view,mobile,email,Hyderabad
1199,product_view,mobile,paid_search,Bangalore
1200,product_view,mobile,organic,Hyderabad
1201,product_view,mobile,organic,Hyderabad
1202,product_view,desktop,direct,Mumbai
1203,product_view,mobile,social,Delhi
1203,add_to_cart,mobile,social,Delhi
1203,checkout_start,mobile,social,Delhi
1204,product_view,desktop,organic,Chennai
1205,product_view,desktop,direct,Bangalore
1206,product_view,tablet,direct,Hyderabad
1206,add_to_cart,tablet,direct,Hyderabad
1206,checkout_start,tablet,direct,Hyderabad
1206,purchase,tablet,direct,Hyderabad
1207,product_view,mobile,organic,Bangalore
1207,add_to_cart,mobile,organic,Bangalore
1207,checkout_start,mobile,organic,Bangalore
1207,purchase,mobile,organic,Bangalore
1208,product_view,desktop,social,Mumbai
1209,product_view,mobile,organic,Delhi
1210,product_view,desktop,paid_search,Mumbai
1211,product_view,mobile,organic,Chennai
1212,product_view,mobile,email,Mumbai
1213,product_view,mobile,paid_search,Chennai
1214,product_view,desktop,organic,Bangalore
1214,add_to_cart,desktop,organic,Bangalore
1215,product_view,mobile,direct,Mumbai
1216,product_view,mobile,direct,Delhi
1216,add_to_cart,mobile,direct,Delhi
1217,product_view,desktop,social,Bangalore
1218,product_view,mobile,organic,Delhi
1219,product_view,desktop,social,Hyderabad
1220,product_view,tablet,paid_search,Bangalore
1220,add_to_cart,tablet,paid_search,Bangalore
1220,checkout_start,tablet,paid_search,Bangalore
1220,purchase,tablet,paid_search,Bangalore
1221,product_view,tablet,organic,Mumbai
1221,add_to_cart,tablet,organic,Mumbai
1222,product_view,mobile,organic,Delhi
1223,product_view,desktop,social,Chennai
1224,product_view,mobile,organic,Delhi
1225,product_view,desktop,organic,Hyderabad
1226,product_view,mobile,social,Delhi
1227,product_view,mobile,social,Chennai
1228,product_view,desktop,paid_search,Hyderabad
1228,add_to_cart,desktop,paid_search,Hyderabad
1228,checkout_start,desktop,paid_search,Hyderabad
1228,purchase,desktop,paid_search,Hyderabad
1229,product_view,mobile,social,Hyderabad
1230,product_view,desktop,direct,Mumbai
1231,product_view,mobile,organic,Chennai
1232,product_view,desktop,email,Hyderabad
1233,product_view,tablet,social,Chennai
1234,product_view,tablet,organic,Chennai
1235,product_view,mobile,social,Chennai
1236,product_view,desktop,organic,Delhi
1236,add_to_cart,desktop,organic,Delhi
1236,checkout_start,desktop,organic,Delhi
1237,product_view,desktop,paid_search,Mumbai
1238,product_view,desktop,paid_search,Chennai
1239,product_view,mobile,social,Delhi
1240,product_view,desktop,email,Mumbai
1241,product_view,desktop,paid_search,Chennai
1242,product_view,mobile,organic,Mumbai
1243,product_view,desktop,paid_search,Hyderabad
1244,product_view,mobile,organic,Hyderabad
1244,add_to_cart,mobile,organic,Hyderabad
1244,checkout_start,mobile,organic,Hyderabad
1244,purchase,mobile,organic,Hyderabad
1245,product_view,desktop,email,Mumbai
1246,product_view,mobile,paid_search,Bangalore
1247,product_view,mobile,organic,Chennai
1247,add_to_cart,mobile,organic,Chennai
1247,checkout_start,mobile,organic,Chennai
1247,purchase,mobile,organic,Chennai
1248,product_view,mobile,organic,Delhi
1249,product_view,mobile,paid_search,Chennai
1249,add_to_cart,mobile,paid_search,Chennai
1250,product_view,desktop,organic,Delhi
1251,product_view,tablet,direct,Hyderabad
1252,product_view,mobile,direct,Mumbai
1253,product_view,desktop,organic,Delhi
1253,add_to_cart,desktop,organic,Delhi
1253,checkout_start,desktop,organic,Delhi
1253,purchase,desktop,organic,Delhi
1254,product_view,desktop,paid_search,Bangalore
1254,add_to_cart,desktop,paid_search,Bangalore
1255,product_view,mobile,social,Chennai
1256,product_view,mobile,email,Hyderabad
1257,product_view,desktop,organic,Hyderabad
1257,add_to_cart,desktop,organic,Hyderabad
1257,checkout_start,desktop,organic,Hyderabad
1258,product_view,mobile,email,Delhi
1258,add_to_cart,mobile,email,Delhi
1258,checkout_start,mobile,email,Delhi
1259,product_view,desktop,organic,Chennai
1259,add_to_cart,desktop,organic,Chennai
1260,product_view,mobile,paid_search,Hyderabad
1261,product_view,desktop,paid_search,Hyderabad
1261,add_to_cart,desktop,paid_search,Hyderabad
1261,checkout_start,desktop,paid_search,Hyderabad
1262,product_view,tablet,organic,Delhi
1263,product_view,tablet,social,Delhi
1264,product_view,desktop,social,Hyderabad
1265,product_view,desktop,email,Mumbai
1266,product_view,mobile,direct,Hyderabad
1266,add_to_cart,mobile,direct,Hyderabad
1267,product_view,mobile,email,Mumbai
1268,product_view,desktop,organic,Hyderabad
1269,product_view,desktop,organic,Delhi
1270,product_view,mobile,organic,Delhi
1270,add_to_cart,mobile,organic,Delhi
1271,product_view,desktop,organic,Chennai
1271,add_to_cart,desktop,organic,Chennai
1271,checkout_start,desktop,organic,Chennai
1272,product_view,desktop,paid_search,Hyderabad
1273,product_view,desktop,direct,Mumbai
1273,add_to_cart,desktop,direct,Mumbai
1274,product_view,mobile,paid_search,Mumbai
1275,product_view,desktop,paid_search,Chennai
1276,product_view,desktop,direct,Hyderabad
1277,product_view,desktop,organic,Mumbai
1278,product_view,mobile,paid_search,Delhi
1279,product_view,mobile,organic,Hyderabad
1279,add_to_cart,mobile,organic,Hyderabad
1279,checkout_start,mobile,organic,Hyderabad
1280,product_view,mobile,organic,Hyderabad
1281,product_view,mobile,email,Delhi
1282,product_view,desktop,organic,Mumbai
1283,product_view,mobile,social,Mumbai
1284,product_view,desktop,paid_search,Delhi
1284,add_to_cart,desktop,paid_search,Delhi
1285,product_view,mobile,social,Chennai
1286,product_view,mobile,social,Hyderabad
1287,product_view,mobile,direct,Mumbai
1287,add_to_cart,mobile,direct,Mumbai
1288,product_view,mobile,paid_search,Delhi
1289,product_view,desktop,organic,Hyderabad
1290,product_view,desktop,email,Bangalore
1291,product_view,desktop,organic,Chennai
1292,product_view,mobile,social,Chennai
1292,add_to_cart,mobile,social,Chennai
1292,checkout_start,mobile,social,Chennai
1292,purchase,mobile,social,Chennai
1293,product_view,mobile,paid_search,Delhi
1294,product_view,mobile,social,Bangalore
1294,add_to_cart,mobile,social,Bangalore
1295,product_view,tablet,direct,Chennai
1296,product_view,mobile,organic,Hyderabad
1297,product_view,desktop,social,Mumbai
1297,add_to_cart,desktop,social,Mumbai
1297,checkout_start,desktop,social,Mumbai
1297,purchase,desktop,social,Mumbai
1298,product_view,desktop,organic,Chennai
1299,product_view,mobile,organic,Bangalore
1300,product_view,desktop,organic,Bangalore
1300,add_to_cart,desktop,organic,Bangalore
1300,checkout_start,desktop,organic,Bangalore
1301,product_view,desktop,social,Hyderabad
1302,product_view,desktop,email,Chennai
1303,product_view,mobile,email,Mumbai
1303,add_to_cart,mobile,email,Mumbai
1304,product_view,desktop,email,Mumbai
1305,product_view,mobile,paid_search,Chennai
1306,product_view,mobile,organic,Mumbai
1307,product_view,mobile,paid_search,Bangalore
1308,product_view,desktop,social,Delhi
1309,product_view,mobile,social,Bangalore
1309,add_to_cart,mobile,social,Bangalore
1309,checkout_start,mobile,social,Bangalore
1309,purchase,mobile,social,Bangalore
1310,product_view,mobile,social,Mumbai
1310,add_to_cart,mobile,social,Mumbai
1310,checkout_start,mobile,social,Mumbai
1310,purchase,mobile,social,Mumbai
1311,product_view,mobile,direct,Mumbai
1312,product_view,desktop,social,Mumbai
1313,product_view,mobile,email,Mumbai
1314,product_view,mobile,paid_search,Mumbai
1315,product_view,desktop,social,Bangalore
1316,product_view,tablet,organic,Bangalore
1317,product_view,desktop,organic,Delhi
1318,product_view,mobile,direct,Bangalore
1318,add_to_cart,mobile,direct,Bangalore
1319,product_view,mobile,organic,Delhi
1320,product_view,desktop,organic,Chennai
1321,product_view,tablet,organic,Chennai
1322,product_view,desktop,organic,Chennai
1323,product_view,desktop,paid_search,Hyderabad
1323,add_to_cart,desktop,paid_search,Hyderabad
1323,checkout_start,desktop,paid_search,Hyderabad
1324,product_view,mobile,organic,Chennai
1325,product_view,mobile,paid_search,Chennai
1325,add_to_cart,mobile,paid_search,Chennai
1325,checkout_start,mobile,paid_search,Chennai
1325,purchase,mobile,paid_search,Chennai
1326,product_view,mobile,email,Mumbai
1327,product_view,desktop,social,Mumbai
1328,product_view,mobile,organic,Mumbai
1329,product_view,mobile,social,Mumbai
1329,add_to_cart,mobile,social,Mumbai
1329,checkout_start,mobile,social,Mumbai
1329,purchase,mobile,social,Mumbai
1330,product_view,mobile,organic,Chennai
1330,add_to_cart,mobile,organic,Chennai
1331,product_view,mobile,direct,Hyderabad
1332,product_view,desktop,organic,Chennai
1333,product_view,mobile,organic,Mumbai
1333,add_to_cart,mobile,organic,Mumbai
1333,checkout_start,mobile,organic,Mumbai
1334,product_view,desktop,direct,Mumbai
1334,add_to_cart,desktop,direct,Mumbai
1335,product_view,tablet,organic,Delhi
1336,product_view,mobile,organic,Bangalore
1336,add_to_cart,mobile,organic,Bangalore
1337,product_view,mobile,direct,Chennai
1338,product_view,desktop,direct,Chennai
1339,product_view,desktop,paid_search,Delhi
1339,add_to_cart,desktop,paid_search,Delhi
1340,product_view,desktop,direct,Chennai
1341,product_view,desktop,social,Delhi
1342,product_view,desktop,direct,Delhi
1343,product_view,desktop,email,Bangalore
1344,product_view,mobile,organic,Hyderabad
1345,product_view,mobile,paid_search,Delhi
1346,product_view,mobile,paid_search,Delhi
1347,product_view,mobile,organic,Chennai
1348,product_view,desktop,paid_search,Bangalore
1349,product_view,mobile,organic,Bangalore
1349,add_to_cart,mobile,organic,Bangalore
1349,checkout_start,mobile,organic,Bangalore
1349,purchase,mobile,organic,Bangalore
1350,product_view,mobile,paid_search,Delhi
1351,product_view,desktop,paid_search,Bangalore
1352,product_view,mobile,social,Hyderabad
1353,product_view,desktop,paid_search,Chennai
1353,add_to_cart,desktop,paid_search,Chennai
1353,checkout_start,desktop,paid_search,Chennai
1353,purchase,desktop,paid_search,Chennai
1354,product_view,desktop,paid_search,Delhi
1355,product_view,desktop,paid_search,Delhi
1355,add_to_cart,desktop,paid_search,Delhi
1356,product_view,mobile,direct,Bangalore
1357,product_view,mobile,email,Hyderabad
1358,product_view,desktop,organic,Chennai
1359,product_view,mobile,email,Mumbai
1360,product_view,desktop,direct,Delhi
1361,product_view,desktop,organic,Delhi
1361,add_to_cart,desktop,organic,Delhi
1362,product_view,mobile,direct,Bangalore
1363,product_view,mobile,email,Chennai
1363,add_to_cart,mobile,email,Chennai
1364,product_view,desktop,email,Mumbai
1365,product_view,mobile,social,Bangalore
1365,add_to_cart,mobile,social,Bangalore
1366,product_view,mobile,paid_search,Bangalore
1366,add_to_cart,mobile,paid_search,Bangalore
1366,checkout_start,mobile,paid_search,Bangalore
1366,purchase,mobile,paid_search,Bangalore
1367,product_view,mobile,paid_search,Hyderabad
1368,product_view,tablet,organic,Chennai
1369,product_view,mobile,paid_search,Hyderabad
1370,product_view,tablet,organic,Hyderabad
1370,add_to_cart,tablet,organic,Hyderabad
1371,product_view,tablet,email,Bangalore
1371,add_to_cart,tablet,email,Bangalore
1371,checkout_start,tablet,email,Bangalore
1371,purchase,tablet,email,Bangalore
1372,product_view,mobile,organic,Chennai
1372,add_to_cart,mobile,organic,Chennai
1372,checkout_start,mobile,organic,Chennai
1372,purchase,mobile,organic,Chennai
1373,product_view,desktop,organic,Bangalore
1374,product_view,desktop,organic,Bangalore
1375,product_view,tablet,social,Bangalore
1376,product_view,mobile,paid_search,Bangalore
1377,product_view,tablet,organic,Bangalore
1378,product_view,mobile,paid_search,Chennai
1379,product_view,mobile,social,Mumbai
1380,product_view,mobile,direct,Delhi
1380,add_to_cart,mobile,direct,Delhi
1381,product_view,mobile,social,Mumbai
1381,add_to_cart,mobile,social,Mumbai
1381,checkout_start,mobile,social,Mumbai
1382,product_view,desktop,paid_search,Chennai
1382,add_to_cart,desktop,paid_search,Chennai
1382,checkout_start,desktop,paid_search,Chennai
1382,purchase,desktop,paid_search,Chennai
1383,product_view,mobile,paid_search,Bangalore
1383,add_to_cart,mobile,paid_search,Bangalore
1383,checkout_start,mobile,paid_search,Bangalore
1383,purchase,mobile,paid_search,Bangalore
1384,product_view,mobile,paid_search,Hyderabad
1385,product_view,desktop,social,Hyderabad
1386,product_view,mobile,direct,Mumbai
1386,add_to_cart,mobile,direct,Mumbai
1387,product_view,desktop,paid_search,Hyderabad
1388,product_view,desktop,paid_search,Hyderabad
1388,add_to_cart,desktop,paid_search,Hyderabad
1388,checkout_start,desktop,paid_search,Hyderabad
1388,purchase,desktop,paid_search,Hyderabad
1389,product_view,mobile,direct,Bangalore
1390,product_view,desktop,organic,Bangalore
1391,product_view,desktop,organic,Mumbai
1392,product_view,mobile,direct,Delhi
1393,product_view,mobile,organic,Delhi
1393,add_to_cart,mobile,organic,Delhi
1393,checkout_start,mobile,organic,Delhi
1394,product_view,desktop,organic,Mumbai
1395,product_view,mobile,organic,Mumbai
1396,product_view,mobile,social,Delhi
1397,product_view,desktop,organic,Hyderabad
1397,add_to_cart,desktop,organic,Hyderabad
1397,checkout_start,desktop,organic,Hyderabad
1398,product_view,mobile,organic,Chennai
1398,add_to_cart,mobile,organic,Chennai
1399,product_view,mobile,social,Hyderabad
1400,product_view,tablet,email,Mumbai
1401,product_view,mobile,social,Mumbai
1402,product_view,mobile,email,Bangalore
1403,product_view,mobile,paid_search,Delhi
1404,product_view,mobile,direct,Delhi
1404,add_to_cart,mobile,direct,Delhi
1404,checkout_start,mobile,direct,Delhi
1404,purchase,mobile,direct,Delhi
1405,product_view,desktop,organic,Delhi
1406,product_view,mobile,email,Chennai
1407,product_view,desktop,direct,Delhi
1408,product_view,mobile,social,Hyderabad
1409,product_view,mobile,organic,Delhi
1410,product_view,desktop,email,Mumbai
1411,product_view,mobile,email,Delhi
1412,product_view,mobile,social,Chennai
